moduleCode,title,semesters
BN5511A,Introduction to Global Medical Device Regulation,[1]
BN5512,Medical Device Regulation in the US and EU,[1]
BN5513,Medical Device Regulation in ASEAN and AsiaPacific,[2]
BN5514,Medical Device Regulatory Process Strategy and Planning,[2]
BN5515,Clinical Design and Evaluation of Medical Devices,[1]
BN5516,"Medical Device Design, Development and Testing",[1]
BN5517,Pre-Market Requirements and Post Market Surveillance,[1]
BN5517A,Pre-Market Requirements and Post Market Surveillance,[1]
BN5666,Industrial Attachment,"[1, 2]"
BN5999,Graduate Seminars,"[1, 2]"
BN6202,Advanced Human Motion Biomechanics,"[1, 2]"
BN6401,Advanced Quantitative Fluorescence Microscopy,[2]
BN6999,Doctoral Seminars,"[1, 2]"
BPM1701,Calculus and Statistics,[1]
BPM1702,Microsoft Excel and PowerPoint for Business,[1]
BPM1705,Understanding How Business Works,[1]
BPS5000,Dissertation,"[1, 2]"
BPS5111,Integrated Building Design,[1]
BPS5112,Green Building Integration and Evaluation Studio,"[1, 2]"
BPS5221,Microclimate Design,[1]
BPS5222,Indoor Environmental Quality,[2]
BPS5223,Building Energy Performance - Passive Systems,[1]
BPS5224,Building Energy Performance - Active Systems,[1]
BPS5225,Building Energy Audit and Performance Measurement and Verification,[2]
BPS5226,Smart Buildings and Facilities,[2]
BPS5228,Advanced Building Materials and Structures,[2]
BPS5229,Data Science for the Built Environment,[2]
BPS5230,Data-Driven Decision-Making for Smart Built Environments,[2]
BPS5300,Topics in Building Performance and Sustainability,"[1, 2]"
BRP6553,Graduate Research Seminars,[1]
BRP6554,Graduate Research Seminars,[2]
BS5666,Industrial Attachment,[1]
BS5770,Graduate Seminar,"[1, 2]"
BS6770,Phd Seminar,"[1, 2]"
BSE3701,Macroeconomic Principles in the Global Economy,"[1, 2]"
BSE3702,Economics of Strategy,"[1, 2]"
BSE3703,Econometrics for Business I,"[1, 2]"
BSE3711,Strategic Thinking: Economic Applications,[1]
BSE3713,"Industry, Digitization, and AI",[2]
BSE3751,Independent Study in Business Economics,[1]
BSE4711,Econometrics for Business II,[2]
BSE4751,Advanced Independent Study in Business Economics,[1]
BSE4761A,Seminars in Business Economics: International Economics,"[1, 2]"
BSN3701,Technological Innovation,"[1, 2]"
BSN3702,New Venture Creation,"[1, 2]"
BSN3703,Entrepreneurial Strategy,"[1, 2]"
BSN3713,Entrepreneurial Boot Camp,[1]
BSN3714,Co-Creating Value (Tools for Collaborative Innovation),"[1, 2]"
BSN3715,Digital Strategy,[2]
BSN3751,Independent Study in Innovation & Entrepreneurship,[1]
BSN4711,Product Validation,"[1, 2]"
BSN4751,Adv Independent Study in Innovation & Entrepreneurship,[1]
BSN4811,Strategic Innovation for High Performance,[2]
BSP1702,Legal Environment of Business,"[1, 2]"
BSP1702X,Legal Environment of Business,"[1, 2]"
BSP1703,Managerial Economics,"[1, 2]"
BSP2701,Global Economy,"[1, 2]"
BSP3701A,Strategic Management,"[1, 2]"
BSP3701B,Strategic Management,"[1, 2]"
BSP3701C,Strategic Management,"[1, 2]"
BST3762,Effective Leadership in Action,"[1, 2]"
BT1101,Introduction to Business Analytics,"[1, 2]"
BT2101,Econometrics Modeling for Business Analytics,"[1, 2]"
BT2102,Data Management and Visualisation,"[1, 2]"
BT3017,Feature Engineering for Machine Learning,[2]
BT3102,Computational Methods for Business Analytics,"[1, 2]"
BT3103,Application Systems Development for Business Analytics,"[1, 2]"
BT3104,Optimization Methods for Business Analytics,[1]
BT4010,Business Analytics Internship Programme,"[1, 2]"
BT4011,Business Analytics Capstone Industry Project,[1]
BT4012,Fraud Analytics,[1]
BT4013,Analytics for Capital Market Trading and Investment,[1]
BT4014,Analytics Driven Design of Adaptive Systems,[1]
BT4015,Geospatial Analytics,[1]
BT4016,Risk Analytics for Financial Services,[2]
BT4101,B.Sc. (Business Analytics) Dissertation,"[1, 2]"
BT4103,Business Analytics Capstone Project,"[1, 2]"
BT4211,Data-Driven Marketing,[2]
BT4212,Search Engine Optimization and Analytics,[1]
BT4221,Big Data Techniques and Technologies,[2]
BT4222,Mining Web Data for Business Insights,"[1, 2]"
BT4240,Machine Learning for Predictive Data Analytics,[2]
BT4241,Causal Impact Analytics for Business Applications,[1]
BT4301,Business Analytics Solutions Development and Deployment,[2]
BT5110,Data Management and Warehousing,[1]
BT5126,Hands-on with Business Analytics,[2]
BT5151,Advanced Analytics and Machine Learning,[2]
BT5153,Applied Machine Learning for Business Analytics,[2]
BWS3804,Business Work-Study Internship Programme (8 weeks),"[1, 2]"
BWS3806,Business Work-Study Internship Programme (12 weeks),[2]
BWS3814,Business Work-Study Internship Programme (28 weeks),[2]
BWS3816,Business Work-Study Internship Programme (32 weeks),"[1, 2]"
BZD6004,Applied Econometrics II,[2]
BZD6011,Advanced Quantitative Research Methods,[2]
BZD6013,Psychological Theories in Consumer Research,[1]
BZD6015,Economic Models and Experiments in Marketing,[2]
CAH5101,Care of the Newborn & Common Paediatric Surgical Issues,[1]
CAH5102,Care of the Well Child,[1]
CAH5103,Acute Paediatrics,[1]
CAH5104,Early Childhood Development,[2]
CAH5105,Holistic Care for School-Aged Children,[2]
CAH5106,Adolescent Health,[2]
CAS5660,Independent Study,"[1, 2]"
CAS6101,Asian Studies in Asia,[1]
CAS6660,Independent Study,"[1, 2]"
CAS6770,Graduate Research Seminar,[2]
CCS5101,Climate Change - The Science and the Policy,[1]
CCS5102,Sustainability and Climate Change,[2]
CCS5103,Political Economy of Climate Change and Sustainable Development,[1]
CCS5104,Methods and Practice in Sustainability,[2]
CCS5201,Introduction to Climate Modelling,[2]
CCS5203,Resilience of Social-Ecological Systems,[1]
CCS5205,Sustainable Finance,[1]
CCS5206,How to Live Well on a Damaged Planet,[2]
CCS5207,"Coastal Vulnerability, Risk and Adaptation",[2]
CCS5301,Research Project in Climate Change and Sustainability,"[3, 4]"
CDE2000,Creating Narratives,"[1, 2]"
CDE2212,AI for Design,[1]
CDE2300,Product Design and Innovation,"[1, 2]"
CDE2301,Value Creation in Innovation,"[1, 2]"
CDE2310,Fundamentals of Systems Design,[2]
CDE2311,Introduction to Space Systems,[1]
CDE2501,Liveable Cities,"[1, 2]"
CDE2502,Cities for All,[2]
CDE2503,Cities in Nature,[2]
CDE2605,Undergraduate Research Opportunities Programme,"[1, 2, 3]"
CDE2605R,Undergraduate Research Experience (UREx),"[1, 2]"
CDE2701A,Aspirational Project I,"[1, 2]"
CDE2701B,Aspirational Project II,"[1, 2]"
CDE3301,Ideas to Proof-of-Concept,[2]
CDE3504,Smart Cities,[1]
CDE3505,Planning and Governing Cities,[1]
CDE4301,Innovation & Design Capstone,"[1, 2]"
CDE4301A,Ideas to Start-up,"[1, 2]"
CDE4501A,Topics in Challenges of Cities,[1]
CDE4501B,Topics in Challenges of Cities,[2]
CDE5000,Industrial Project and Attachment,"[1, 2]"
CDE5301,Major Design Project,"[1, 2]"
CDE5302,Design Thinking and Product Development,"[1, 2]"
CDE5303,Engineering Systems Design,"[1, 2]"
CDE5304,Ideas to Market,"[1, 2]"
CDE5311,Essential Skills in AI UX and UI Design,"[1, 2]"
CDE5312,Beyond the Surface: Exploring Interactive Wearables,"[1, 2]"
CDE5399D,Engineering Design & Innovation Internship,[1]
CDE5399E,Engineering Design & Innovation Internship,[1]
CDE5399T,Engineering Design & Innovation Internship,[1]
CDM5101,Fundamentals of Cancer Biology,[2]
CDM5102,Translational Cancer Research,[1]
CDM5103,Advanced Topics in RNA Biology and Human Diseases,[1]
CDM5104,Computational genomics,[2]
CE1103,Principles of Structural and Geotechnical Engineering,[1]
CE2003,"Energy, Environment and Economics",[2]
CE2134,Fluid Mechanics,[1]
CE2155,Principles of Structural Mechanics and Materials,[2]
CE2407A,Uncertainty Analysis for Engineers,[1]
CE2407B,Introduction to Numerical Methods for Engineers,[2]
CE2409,Computer Applications in Civil Engineering,[1]
CE3001,Water-Food-Energy Nexus,[1]
CE3102,Socio-economically sustainable developments,"[1, 2]"
CE3115,Stability of Slopes and Earth Retention Systems,[2]
CE3116,Foundation Engineering,[2]
CE3121,Urban Transportation Engineering,[1]
CE3132,Hydrology and Free Surface Flows,[2]
CE3155A,Structural Behaviour,[1]
CE3155B,Structural Modelling,[1]
CE3165,Concrete Design for Urban Infrastructure,[1]
CE3166,Structural Steel Design and System,[2]
CE3201,Civil Engineering Analytics and Data Visualization,[1]
CE3202,Data Acquisition for Civil Engineering Applications,[1]
CE3203,Optimization and Algorithms for Civil Engineers,[2]
CE3204,Data Management for Civil Engineers,[2]
CE4001,Industrial Symbiosis and Decarbonisation,[1]
CE4002,Carbon Management in the Built Environment,[2]
CE4103R,Design Project,"[1, 2]"
CE4104,B. Eng. Dissertation,"[1, 2]"
CE4221,Design of Land Transport Infrastructures,[1]
CE5001,Research Project,"[1, 2]"
CE5002A,Capstone Project for Structural Engineering,[2]
CE5002B,Capstone Project for Geotechnical Engineering,[2]
CE5002D,Capstone Project for Transportation Engineering,[2]
CE5002E,Capstone Project for Infrastructure Digitalization & Management,[2]
CE5003,Industrial Attachment,"[1, 2]"
CE5010A,Finite Element Concepts & Applications,[1]
CE5010B,Finite Element Analysis for Civil Engineering,[1]
CE5010QA,Finite Element Concepts & Applications,[1]
CE5010QB,Finite Element Analysis for Civil Engineering,[1]
CE5101,Seepage & Consolidation of Soils,[1]
CE5104A,Tunnelling in Soils,[1]
CE5104B,Tunnelling in Rocks,[1]
CE5104QA,Tunnelling in Soils,[1]
CE5104QB,Tunnelling in Rocks,[1]
CE5106A,"Ground Improvement - Hydraulic, Vibratory & Chemical",[2]
CE5106B,"Ground Improvement - Dynamic, Geosynthetic & Inclusions",[2]
CE5106QA,"Ground Improvement - Hydraulic, Vibratory & Chemical",[2]
CE5106QB,"Ground Improvement - Dynamic, Geosynthetic & Inclusions",[2]
CE5107A,Pile Foundation Design,[2]
CE5107B,Advanced Topics in Pile Foundation Design,[2]
CE5107QA,Pile Foundation Design,[2]
CE5107QB,Advanced Topics in Pile Foundation Design,[2]
CE5108A,Key Principles and Concepts of Earth Retention Systems,[1]
CE5108B,Deep Excavations Analysis and Modelling,[1]
CE5108QA,Key Principles and Concepts of Earth Retention Systems,[1]
CE5108QB,Deep Excavations Analysis and Modelling,[1]
CE5111,Underground Construction Design Project,"[1, 2]"
CE5112,Structural Support Systems for Excavation,[2]
CE5113A,Geotechnical Site Investigation,[1]
CE5113B,Geophysical Methods & Geotechnical Monitoring,[1]
CE5113QA,Geotechnical Site Investigation,[1]
CE5113QB,Geophysical Methods & Geotechnical Monitoring,[1]
CE5203,Traffic Flow & Control,[2]
CE5204,Pavement Design & Rehabilitation,[2]
CE5205,Transportation Planning,[1]
CE5210,Intelligent Transportation Systems and Simulation,[1]
CE5214QA,Energy Demand Analysis for the Built Environment,[2]
CE5214QB,"Mobility, Climate Change, and Energy Markets",[2]
CE5308A,Coastal Processes and Protection,[2]
CE5308B,Sediment Transport and Coastal Protection,[2]
CE5308QA,Coastal Processes and Protection,[2]
CE5308QB,Sediment Transport and Coastal Protection,[2]
CE5310,Hydroinformatics,[2]
CE5310AB,Hydroinformatics,[2]
CE5312,Open Channel Hydraulics,[1]
CE5312AB,Open Channel Hydraulics,[1]
CE5315,Climate Science for Engineers,[1]
CE5315AB,Climate Science for Engineers,[1]
CE5316A,Water Resources for Smart and Liveable Cities: Introduction,[1]
CE5316B,Water Resources Modeling for Urban Catchments,[1]
CE5316QA,Water Resources for Smart and Liveable Cities: Intro,[1]
CE5316QB,Water Resources Modeling for Urban Catchments,[1]
CE5317A,Eco-hydrology,[2]
CE5317B,Nature Based Solutions for Coastal Protection,[2]
CE5317QA,Eco-hydrology,[2]
CE5317QB,Nature Based Solutions for Coastal Protection,[2]
CE5318,Decision-making for Climate Adaptation,[1]
CE5318AB,Decision-making for Climate Adaptation,[1]
CE5319,Circular Economy for Sustainable Development,"[1, 2]"
CE5509A,Advanced Structural Steel Design,[1]
CE5509B,Design of Composite Steel and Concrete Structures,[1]
CE5509QA,Advanced Structural Steel Design,[1]
CE5509QB,Design of Composite Steel and Concrete Structures,[1]
CE5510A,Advanced Structural Concrete Design,[1]
CE5510B,Rational Design of Structural Concrete Systems,[1]
CE5510QA,Advanced Structural Concrete Design,[1]
CE5510QB,Rational Design of Structural Concrete Systems,[1]
CE5513,Plastic Analysis Of Structures,[2]
CE5515,Structural Health Monitoring,[2]
CE5516A,Structural Stability Concepts & Applications,[2]
CE5516B,Structural Dynamics Concepts & Applications,[2]
CE5516QA,Structural Stability Concepts & Applications,[2]
CE5516QB,Structural Dynamics Concepts & Applications,[2]
CE5604,Advanced Concrete Technology,[2]
CE5610A,Special Types of Concrete and Cementitious Material,[1]
CE5610B,Concrete Repair and Retrofitting of Structural Concrete,[1]
CE5610QA,Concrete and Cementitious Composites,[1]
CE5610QB,Repair and Retrofit of Concrete Structures,[1]
CE5611A,Advanced Prestressed Concrete Design,[2]
CE5611B,Precast Structural Concrete Design,[2]
CE5611QA,Advanced Prestressed Concrete Design,[2]
CE5611QB,Precast Structural Concrete Design,[2]
CE5666,Industrial Attachment,"[1, 2]"
CE5721A,Coastal Waves and Wind,[2]
CE5721B,Coastal Environmental Loads,[2]
CE5721QA,Coastal Waves and Wind,[2]
CE5721QB,Coastal Environmental Loads,[2]
CE5805A,Construction Productivity Analytics,[2]
CE5805B,Design for Manufacture and Assembly,[2]
CE5805QA,Construction Productivity Analytics,[2]
CE5805QB,Design for Manufacture and Assembly,[2]
CE5806A,Advanced Project Management,[2]
CE5806B,Lean Construction,[2]
CE5806QA,Advanced Construction Planning & Control,[2]
CE5806QB,Lean Construction,[2]
CE5807A,Digital Technologies for Construction,[1]
CE5807B,Integrated Construction Logistics,[1]
CE5807QA,Digital Technologies for Construction,[1]
CE5807QB,Integrated Construction Logistics,[1]
CE5808A,Virtual Design in BIM,[1]
CE5808B,Advanced Digital Construction,[1]
CE5808QA,Virtual Design in BIM,[1]
CE5808QB,Advanced Digital Construction,[1]
CE5809,Management and Economics of International Construction,[2]
CE5999,Graduate Seminars,"[1, 2]"
CE6002,Analysis of Civil Engineering Experiments,[1]
CE6006,Advanced Finite Element Analysis,[2]
CE6077A,Numerical methods in Civil Engineering,[1]
CE6077B,Numerical Methods for Environmental Flows,[1]
CE6077QA,Numerical methods in Civil Engineering,[1]
CE6077QB,Numerical Methods for Environmental Flows,[1]
CE6102,Geotechnical Analysis,[2]
CE6601,Characterization of Sustainable Building Materials,[2]
CE6999,Doctoral Seminars,"[1, 2]"
CEG5001,Computer Engineering Project (Minor) I,"[1, 2]"
CEG5002,Computer Engineering Project (Minor) II,"[1, 2]"
CEG5003,Computer Engineering Project,"[1, 2]"
CEG5101,Modern Computer Networking,"[1, 2]"
CEG5103,Wireless and Sensor Networks for IoT,[2]
CEG5104,Cellular Networks,[1]
CEG5105,Cyber Security for Computer Systems,[2]
CEG5201,"Hardware Technologies, Principles, & Platforms",[1]
CEG5202,Embedded Software Systems and Security,[2]
CEG5203,Hardware Acceleration and Reconfigurable Computing,[1]
CEG5204,Smart Sensing Systems,[2]
CEG5205,AI Sensors and Virtual/Augmented Reality Technologies,[1]
CEG5301,Machine Learning with Applications,"[1, 2]"
CEG5302,Evolutionary Computation and Applications,[2]
CEG5303,Intelligent Autonomous Robotic Systems,[2]
CEG5304,Deep Learning for Digitalization Technologies,[2]
CFA1101A,Performing Arts in Practice (Music) 1,"[1, 2]"
CFA1101B,Performing Arts in Practice (Dance) 1,"[1, 2]"
CFA1111A,Foundational Study in a Performing Arts Area (Music),[1]
CFA1111B,Foundational Study in a Performing Arts Area (Dance),[1]
CFA2101A,Performing Arts in Practice (Music) 2,"[1, 2]"
CFA2101B,Performing Arts in Practice (Dance) 2,"[1, 2]"
CFA2210,Collaborative Music Ensembles,[1]
CFA3101A,Performing Arts in Practice (Music) 3,[1]
CFA3101B,Performing Arts in Practice (Dance) 3,[1]
CFA3160,Artistic Identities and Pathways,[2]
CFA3220,Intercultural Choreography Lab,[1]
CFG1002,Career Catalyst,"[1, 2]"
CFG1003,Financial Wellbeing-Introduction,"[1, 2]"
CFG1004,Financial Wellbeing - Art and Science of Investing,"[1, 2]"
CFG1600,CommsLab Public Speaking,"[1, 2]"
CFG2002I,Global Industry Insights,[1]
CFG2002ID,Global Industry Insights,[2]
CFG2002IN,Global Industry Insights,[3]
CFG2002KH,Global Industry Insights,[2]
CFG2002MY,Global Industry Insights,[1]
CFG2002PH,Global Industry Insights,[2]
CFG2002T,Global Industry Insights,[1]
CFG2002TH,Global Industry Insights,[1]
CFG2002VN,Global Industry Insights,[1]
CFG2100,Introduction to Decision-Making in Business,[2]
CFG2101,NUS Vacation Internship Programme,"[3, 4]"
CFG2600A,NUS Internship-as-a-Service,"[1, 2, 3, 4]"
CFG3001,Career Advancement,"[1, 2]"
CG1111A,Engineering Principles and Practice I,[1]
CG2023,Signals and Systems,[2]
CG2027,Transistor-level Digital Circuits,"[1, 2]"
CG2028,Computer Organization,"[1, 2]"
CG2111A,Engineering Principles and Practice II,[2]
CG2271,Real-Time Operating Systems,"[1, 2]"
CG3207,Computer Architecture,[1]
CG4001,B. Eng. Dissertation,"[1, 2, 3, 4]"
CG4002,Computer Engineering Capstone Project,"[1, 2]"
CG4003,Advanced Project and Internship,"[1, 2]"
CH1101E,Retelling Chinese Stories: Change and Continuity,"[1, 2]"
CH2121,History of Chinese Literature,[1]
CH2141,General History of China,[2]
CH2161,Traditional Chinese Taxonomy of Learning,[1]
CH2162,Reading Classical Chinese Texts,[2]
CH2252,History of Chinese Philosophy,[2]
CH2276,Understanding Chinese Media and Cultural Industries,[2]
CH2291,Chinese Tradition (taught in English),[2]
CH2293,Introduction to Chinese Art (taught in English),[1]
CH2295,Commerce and Culture in China's Past (in English),[1]
CH2390,Chinese Diasporas (in English),[1]
CH2391,Strangers in Chinese Fiction and Film (in English),[1]
CH3225,Keywords in S'pore and M'sian Chinese Literary Studies,[1]
CH3244,Topics On Contemporary China,[2]
CH3248,Contemporary China: 1949 to Present,[1]
CH3273,Modern and Contemporary Chinese Popular Literature,[1]
CH3293,Selected Topics in Chinese Art (taught in English),[2]
CH3295,Understanding China: Past and Present (in English),[2]
CH3550,Chinese Studies Internship,[4]
CH4201,Chinese Classical Phonology,[2]
CH4201HM,Chinese Classical Phonology,[2]
CH4204,Selected Topics in Chinese Linguistics,[1]
CH4204HM,Selected Topics in Chinese Linguistics,[1]
